name,tags,description
lorc/backup,body,This army of clones are reinforcements for the team when hope's getting brittle.
lorc/ball-glow,ball energy,A captive bolt is about to escape through the cracks of this damaged receptacle.
lorc/ball-heart,ball heart,A plain heart shape with a round globe inside it.
lorc/balloons,ball circus toy,"Let's throw a party with a clown and kids running in the garden.
Balloons can travel across borders or even reach the upper atmosphere if filled with helium gas."
lorc/bandage-roll,blood kitchenware,How to quickly fix a bleeding wound while lost alone in a wild forest? Solid Snake reckons this medical tape is quite handy.
lorc/bandaged,blood egypt,A good embalming guaranties your rotten body to survive through the centuries as a scary mummy.
lorc/barbed-arrow,arrow,To build fences quickly with a bow in front of enemy lines.
lorc/barbed-coil,metal spike string,Metal rope to protect barriers and camps. This coil forms a spiral.
lorc/barbed-nails,claw,Scratchy fingers eventually leaving deep traces.
lorc/barbed-spear,arrow stone-age weapon,"Almost the same principal has a fishing hook.
When you remove the rip from the flesh, it creates lots more damages than the other way around."
lorc/barbed-star,star,5 branches with spiky points.
lorc/barbed-sun,spike symbol,A core surrounded with spiky circles.
lorc/barbed-wire,metal spike trap,To build a fence around a field or a camp. This may also be a spiky crown.
lorc/barbute,armor hat head medieval-fantasy,A strong protective helmet to preserve knights brains with narrow visor.
lorc/barefoot,boot egypt,"Without shoes, it's nicer to feel the ground under the skin and between the toes."
lorc/bat-blade,blade wing,The dagger of one of Bruce Wayne ancestor.
lorc/bat-wing,animal mammal vampire wing,It's also the name of Bruce Wayne's personal aircraft.
lorc/battered-axe,axe weapon,"This one is not as shiny as the one in Golden Axe, but dwarfs don't mind making their way with a sharp blade."
lorc/batteries,electronic energy lightning,Small electrical energy containers required by toys and devices.
lorc/battle-axe,axe weapon,"The right blade to cut on the way down but also on the way up.
If's usually handled by dwarf warriors."
lorc/battle-gear,armor blade hat shield,"Complete equipment is essential as long as you can carry all you inventory in a tiny back pack, like in Baldur's Gate."
lorc/battle-tank,vehicle world-wars,A heavy-armored tank preparing to aim to the other side of the enemy line.
lorc/batwing-emblem,ball symbol vampire wing,This symbol can fit above the gate of Dracula's mansion to scare away wanderers.
lorc/beam-wake,weapon,A huge laser coming from outer space.
lorc/beams-aura,body energy,Rays of light shining around someone to depict a high level of energy. (usually over 9000)
lorc/beanstalk,plant tentacle,A giant magical ladder made of vegetable leading Jack to the cloud.
lorc/beard,head,Facial hair with a large mustache to look like a respectable lord or a wise scientist.
lorc/beast-eye,creature eye reptile,The pupil of a snake is often narrower than humans one. Some can even see in the dark.
lorc/bee,animal insect wing,"Visiting a hive with your honey is not always a walk in the park, Diddy and Dixie Kong are pretty sure of it."
lorc/beech,plant wood,This tree is a living piece of wood ready to be turned into timber.
lorc/beer-stein,food glass liquid viking,Popular alcohol in taverns to get slowly drunk. It's made of cereals and bubbles.
lorc/beetle-shell,insect shell,Some insect abandons their protective exoskeleton to get a new one when their current shell becomes to narrow.
lorc/behold,creature eye,"An floating eye, cousin of Metroids. Very focused on spying and observing."
lorc/bell-shield,body shield,A protective magic aura surrounding this body.
lorc/belt-buckles,clothing lock,A leather string to support pants and jeans.
lorc/bestial-fangs,creature mouth skull,"Impressive incisors, sharp as razors."
lorc/beveled-star,ice star,A star with solid sides.
lorc/big-wave,liquid sea,"A tsunami coming from the ocean, engulfing everything on the shore.
This gigantic wave is pure joy for surfers."
lorc/biohazard,chemical poison symbol,"A warning sign about a contamination area that should be avoided without a proper suit.
This zone is potentially radioactive."
lorc/bird-claw,bird claw,Bird powerful feet with pointy toes. An eagle can carry light preys to its nest in a grasp.
lorc/bird-limb,bird claw,"A lower chicken leg, the upper part above the foot is missing."
lorc/bird-mask,bird head mask,How to look like the villain Mother-Father of Zenoclash or a nasty plague doctor.
lorc/bird-twitter,animal bird,Singing in the woods to protect its territory.
lorc/black-bar,metal,A brick made of dark chocolate or charcoal that may be burned as fuel.
lorc/black-flag,flag pirate symbol,"A dark standard over a light disc that could belong to a pirate crew.
Can be found at the top of ship mast hunting in a treasure bay."
lorc/black-hand-shield,hand shield,This wide human palm is a symbol of power painted negatively on this protective plate.
lorc/black-hole-bolas,ball space,"A spiral with balls gravitating around, like a gigantic trap during the Dreamtime."
lorc/blackball,ball sport,"To score a strike at bowling, you need to have the right ball for your hand.
It is so shiny that it looks like it's made of glass."
lorc/blackcurrant,fruit,A dark berry which may be turned into juice or jam to spread on cakes.
lorc/blade-bite,blade pirate skull,A dead cranium happily biting a dagger between its teeth like if it was a fake knife.
lorc/blade-drag,blade,A big sword blow in slow motion where every stream of cool air is clearly depicted.
lorc/blade-fall,blade,"A judgement in slow motion, just before the hit."
lorc/bleeding-eye,blood eye liquid,This injured eye is about to turn blind. Blood tears can be used in magic potion.
lorc/bleeding-heart,blood heart spike,"This organ has a leak somewhere, spreading love."
lorc/bleeding-wound,blood,Fresh cut in the skin with blood pouring.
lorc/bloody-stash,blood,A quick claw movement.
lorc/bloody-sword,blade blood,A sharp blade with drops of fresh life juice.
lorc/blunderbuss,cluedo gun pirate weapon,A pirate gun like the one used by Kaptain K. Rool.
lorc/boar-tusks,animal bone mammal,A deadly weapon against the fat belly of King Robert Baratheon in Game of Thrones.
lorc/body-swapping,body,Internal teleportation like an exchange of souls.
lorc/boiling-bubbles,liquid,Living surface of a strange potion. Or it could simply be soap.
lorc/bolas,ball weapon,Primitive but efficient capture device that tangles preys legs.
lorc/bolt-eye,eye lightning,This gaze is full of energy. Could be the god of thunder looking right at its opponent.
lorc/bolt-saw,lightning,Circling electricity that can both cut and burn.
lorc/bolt-shield,lightning shield,An electrified metal plate.
lorc/bolter-gun,gun science-fiction weapon,A smaller version of the full bullet launcher.
lorc/bombing-run,bomb world-wars,"Death from above, Enola Gay's dropping Fat Boys for a massive explosion."
lorc/bone-gnawer,bone skull,Dogs are a good example that chewing a hard piece an ulna is a healthy habit.
lorc/bone-knife,blade bone stone-age,A rudimentary weapon sculpted from a previous victim.
lorc/book-aura,book,A radiance enlightening old pages filled with wisdom.
lorc/book-cover,book,A hard leather envelope around a precious knowledge content. This codex is the key to wisdom.
lorc/book-storm,book lightning,"Knowledge can be a electrical surge in a bright mind, like during an Eureka moment."
lorc/bookmark,book gui,To keep track of the last page you read.
lorc/bookmarklet,book,To keep track of the last page where your eyes decided to give up.
lorc/boomerang-sun,star,Spinning angles around a gravitational point.
lorc/boot-kick,action boot,A small impact with the tip of this boot.
lorc/boot-prints,boot,"Trace on the ground along a path, easy to follow by a smuggler."
lorc/boot-stomp,action boot,Smash an insect loudly with your foot.
